@relation vowel

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11}

@data
1.026184,-0.115517,-1.407729,0.663167,-1.029702,0.514606,-1.046996,-0.224232,0.589264,-1.284237,4
0.654487,0.225681,-0.872578,0.520924,-1.657145,0.769627,-0.144255,-0.381217,0.775176,-1.016019,5
0.364494,0.212067,-0.452604,0.219315,-1.882844,0.31092,0.979299,-1.253358,0.894441,-0.547464,6
-0.496278,0.31332,0.159801,0.653948,-2.087478,-0.849924,1.449071,-0.096899,1.13297,0.113147,7
-0.900197,0.377135,0.85648,1.471848,-2.570473,-0.089828,-0.735258,1.162472,1.524087,-0.287524,8
-0.584887,-0.055956,-0.931571,0.173217,-0.694163,1.768185,-0.741752,1.017697,0.810254,-0.476271,9
-0.617109,-0.042342,-1.23075,1.411263,0.533639,1.67545,-1.107611,0.646165,0.234979,-0.746145,10
0.396715,-0.21677,-0.888028,0.3339,-0.966507,1.258142,-1.306777,1.080491,0.173592,-1.085557,11
-0.48362,-1.341616,-0.281243,1.636482,0.168007,1.730097,-0.581554,0.3915,-0.480608,-1.277614,1
0.16311,-1.302476,-0.791111,0.718484,-0.074244,2.251732,-0.445169,0.801406,-0.096506,-0.376931,2
1.29201,-0.70772,-1.784161,-0.137611,-0.319503,1.374061,-1.237502,0.695004,-0.987482,-0.166661,3
1.052651,-0.031281,-1.556616,0.621021,-0.858171,0.685172,-1.179051,-0.245163,0.408614,-1.2296,4
0.552068,0.157611,-0.890838,0.536728,-1.28098,0.893826,-0.588048,-0.287026,0.517355,-0.956415,5
0.217196,0.298005,-0.549521,0.077071,-1.542791,-0.139507,1.330004,-1.375457,0.592772,-0.14017,6
-0.40882,0.207813,0.088166,0.707948,-2.195813,-0.465736,1.191454,-0.027128,1.308358,-0.077255,7
-1.001464,0.339697,0.92671,1.370433,-1.967105,-1.121505,0.490044,-0.147483,1.890649,0.325073,8
-0.476715,-0.260164,-0.888028,0.241705,-0.655042,1.660546,-0.828346,1.307247,0.94355,-0.524285,9
-0.556118,-0.083184,-1.524311,1.432336,0.644984,1.314445,-0.477641,0.182186,0.892687,-1.064033,10
0.591194,-0.195498,-1.057985,0.208778,-0.990581,1.355845,-1.274304,1.16596,-0.000043,-0.777602,11
-0.447946,-1.354379,-0.385183,1.569311,0.196595,1.708569,-0.287135,0.272888,-0.331527,-1.415035,1
0.181522,-1.271845,-0.923143,0.559119,-0.120888,2.23186,-0.393212,0.82757,-0.159646,-0.209708,2
1.091777,-0.833648,-1.706908,-0.080977,-0.328531,1.362469,-1.319766,0.740356,-1.020806,-0.077255,3
1.041144,-0.028728,-1.667579,0.723752,-0.835601,0.69014,-1.304612,-0.041082,0.087652,-1.138538,4
0.336875,0.039341,-0.875387,0.505119,-0.910834,0.796123,-0.440839,-0.669024,0.480523,-0.774291,5
0.132039,0.389047,-0.653461,-0.069124,-1.299036,-0.144475,1.304026,-1.371969,0.391075,0.053543,6
-0.293744,0.173778,-0.122523,0.555167,-2.310167,-0.050084,0.998783,0.11067,1.360975,-0.231232,7
-1.155667,0.480941,0.782037,1.074093,-2.681818,-0.074924,-0.098793,0.843268,1.594242,-0.381898,8
-0.390408,-0.417575,-1.000396,0.241705,-0.697173,1.571123,-0.811027,1.432836,0.84884,-0.176595,9
-0.552666,-0.091693,-1.713931,1.442872,0.610376,1.26311,-0.408366,0.37929,0.961088,-1.403445,10
0.699366,-0.273778,-1.041129,0.185071,-1.187691,1.095856,-1.181216,1.167705,0.268302,-0.79747,11
-0.460605,-1.401177,-0.461031,1.673359,0.229698,1.67545,-0.198376,0.264167,-0.387652,-1.542521,1
0.037677,-1.184206,-0.871173,0.520924,-0.123897,2.291475,-0.449498,0.646165,-0.435007,-0.191496,2
1.037691,-0.877893,-1.598754,-0.07966,-0.274363,1.425396,-1.326261,0.841524,-1.024314,-0.014339,3
0.961741,-0.131683,-1.472341,0.851508,-0.772405,0.514606,-1.228843,0.014735,0.042051,-1.100458,4
0.072199,-0.007457,-0.875387,0.560436,-0.682126,0.983249,-0.756906,-0.559134,0.149038,-0.822306,5
0.159658,0.417126,-0.694194,-0.02566,-1.488623,0.380471,0.717353,-1.291732,0.648896,-0.138514,6
-0.309855,0.252058,-0.438558,0.250924,-2.113057,0.246337,0.923013,0.0252,1.278542,-0.323949,7
-1.19019,0.472432,0.763777,0.84624,-2.7405,-0.126259,0.26923,0.848501,1.522333,-0.366997,8
-0.39386,-0.53074,-1.010228,0.405022,-0.59636,1.8278,-0.849995,1.738085,0.045559,0.139638,9
-0.765557,-0.018518,-1.598754,1.444189,0.526116,1.491636,-1.05782,0.916528,0.345474,-1.53921,10
0.618813,-0.311216,-0.969495,0.297022,-1.144056,1.009745,-1.233172,1.096189,0.30338,-1.059066,11
-1.033686,-1.423299,1.294714,-0.121806,1.942,1.331005,1.444741,-0.524248,-0.843663,-0.987872,1
2.107903,-1.626656,-0.695599,-1.18995,-0.248784,0.845802,1.425257,0.848501,1.510056,0.189308,2
1.596963,-1.211433,-0.616941,-1.128047,0.587807,0.198313,0.321186,0.218816,0.110452,-0.322294,3
1.438157,-0.243998,-1.524311,-0.191611,0.255277,-1.007242,0.083054,-0.027128,0.198147,-0.694819,4
0.632622,0.432441,0.701975,-0.586732,-1.139542,-0.540255,-0.21786,-0.096899,1.387283,-0.514351,5
1.015827,-0.492451,1.162682,-0.790878,0.041615,-1.042018,-0.194047,-1.080674,2.025699,0.154539,6
0.072199,1.218642,-0.685767,-1.197852,0.174025,-1.56034,0.306033,0.513599,1.490763,-0.290836,7
-0.848412,1.251826,1.395845,-1.345364,-1.225308,-0.87642,0.652408,0.653142,0.394582,1.190988,8
-1.101581,0.897866,0.933733,-0.236391,-0.9966,0.017811,0.199955,-0.173648,1.522333,1.48073,9
-1.514705,0.297154,0.589607,-0.00327,-0.33455,1.01968,0.438088,-0.164926,0.813762,1.391324,10
0.13319,-0.419276,0.780632,-0.963414,-0.035122,0.46327,0.106867,-0.717863,0.708529,-0.103745,11
-1.232768,-1.46329,1.735758,0.192973,1.87429,1.057768,1.548654,-0.45971,-0.91908,-0.966349,1
1.779935,-1.553482,-0.753187,-1.100389,-0.015562,1.143879,1.39062,0.808383,1.054045,-0.145137,2
1.720095,-1.187609,-0.625369,-1.134633,0.490004,0.257928,0.323351,0.396732,0.129745,-0.415011,3
1.440459,-0.351207,-1.218109,-0.540634,0.228193,-0.762157,-0.092299,-0.000964,0.359505,-0.56071,4
0.61421,0.692807,0.38875,-0.715805,-1.065814,-0.238866,-0.287135,0.194396,1.031244,-0.679918,5
0.877735,-0.397154,1.255386,-1.120145,0.178539,-1.174496,0.009449,-0.892292,1.920466,0.075067,6
0.066446,1.016136,-0.246128,-0.721073,-0.582818,-1.143033,-0.568565,0.243236,2.253704,-0.464681,7
-0.803533,1.450078,1.182347,-1.560046,-1.175654,-0.621398,1.007442,0.829314,0.206916,1.003897,8
-1.223562,0.959979,0.954802,-0.642049,-0.784443,-0.162691,0.223768,-0.018407,1.127708,1.27046,9
-1.664305,0.487748,0.731471,0.217998,-0.743817,1.331005,0.282219,-0.524248,1.201371,0.57839,10
0.199934,-0.592853,1.154255,-0.838292,-0.429343,0.554349,0.773639,-0.826009,0.143776,0.24229,11
-1.460619,-1.283757,1.918355,0.53146,1.630535,1.062736,1.423093,-0.963807,-1.031329,-0.91999,1
1.550932,-1.547526,-0.706836,-0.992389,0.231202,1.375717,1.24774,0.764776,0.801485,-0.395143,2
1.412841,-1.270143,-0.616941,-1.008194,0.362108,0.527854,0.284384,0.246724,-0.03512,-0.453091,3
1.484188,-0.347803,-1.171757,-0.696049,0.139418,-0.62471,0.020273,-0.187602,0.515601,-0.618658,4
0.579687,0.806823,0.166823,-0.636781,-0.981553,-0.315041,-0.354245,0.31824,0.827793,-0.751112,5
0.747698,-0.650712,1.303142,-0.707902,-0.510595,-1.010554,0.323351,-1.157422,1.688952,0.238978,6
0.172316,1.03996,-0.007346,-0.790878,-0.972525,-0.548535,-0.572895,0.213583,2.095854,-0.391832,7
-0.732185,1.585366,0.883168,-1.542924,-1.144056,-0.498856,1.598445,0.939204,0.013989,0.810184,8
-1.288005,0.826393,1.253981,-0.403659,-1.189196,-0.329945,0.267065,-0.119575,0.761145,1.200922,9
-1.694225,0.557519,0.818556,0.282534,-0.943937,1.428708,0.115526,-0.454477,0.976873,0.575079,10
0.324217,-0.311216,0.710402,-1.143852,-0.238251,0.91701,0.838584,-0.892292,-0.07546,0.063477,11
-1.465222,-1.391817,2.240008,0.780386,1.486088,0.7067,0.927343,-1.047533,-1.564511,-0.742833,1
1.506053,-1.611341,-0.649247,-0.879121,0.21766,1.455204,1.063728,0.824081,0.608557,-0.318982,2
1.448514,-1.301625,-0.765829,-0.979219,0.279351,0.491422,0.199955,0.300797,0.042051,-0.28918,3
1.48649,-0.278883,-1.330476,-0.701317,0.282361,-0.596559,-0.07065,-0.302724,0.484031,-0.666673,4
0.552068,0.949769,-0.073362,-0.780341,-0.960488,-0.136195,-0.163739,0.11067,0.783946,-0.924957,5
0.942178,-0.545205,1.095262,-0.73161,-0.581314,-0.778717,-0.122607,-0.916711,1.836279,0.263813,6
0.128587,0.963382,0.282,-0.7,-0.978544,-0.720757,-0.481971,0.053109,2.211611,-0.034207,7
-0.820794,1.3735,1.287691,-1.378291,-1.270448,-1.015522,1.31918,1.117121,-0.04389,0.858198,8
-1.183285,0.981251,1.314379,-0.024343,-1.607491,-0.134539,0.297373,-0.182369,0.757637,0.924425,9
-1.789738,0.692807,0.85929,0.239071,-0.724256,0.801091,0.453242,-0.702165,1.178571,0.624749,10
0.297749,-0.134236,0.274977,-0.993706,-0.212672,1.208463,0.039757,-0.764959,0.568217,-0.815683,11
-1.277648,-1.691322,2.17961,0.89102,1.493611,0.219841,0.351494,-0.923689,-1.822333,-0.62197,1
1.327684,-1.545824,-0.6043,-0.727658,0.583293,1.541315,0.860233,0.869433,0.480523,-0.534219,2
1.610772,-1.234407,-0.691385,-1.241315,0.318473,0.360599,0.191296,0.522321,0.049066,-0.236199,3
1.410539,-0.289094,-1.375423,-0.805365,0.422294,-0.513759,-0.126936,-0.417847,0.403352,-0.512695,4
0.52445,1.136108,-0.657675,-0.959463,-0.73178,0.233089,-0.059826,-0.198068,0.606803,-1.247812,5
0.981304,-0.299304,0.834007,-0.777707,-0.181074,-0.836676,-0.417026,-0.529481,2.018683,0.055199,6
0.113627,0.879997,0.42246,-0.638098,-0.889769,-1.008898,-0.486301,-0.140506,2.413308,0.010496,7
-0.899046,1.473903,1.533496,-1.232096,-1.202738,-1.331815,0.762815,0.956647,0.241994,1.194299,8
-1.10043,1.231405,1.099476,-0.160001,-1.476586,0.103922,1.055069,-0.375984,1.032998,0.371432,9
-1.928981,1.005926,0.797487,-0.107319,-0.405269,0.441743,0.55066,-0.438778,0.694497,0.854887,10
0.140095,-0.211665,0.547469,-0.872536,-0.268345,0.903762,-0.176728,-0.712631,0.68222,-0.815683,11
-1.098128,-1.892127,1.977348,0.756679,1.30252,0.53779,0.864563,-1.159167,-2.134525,-0.706409,1
0.877735,-1.438615,-0.43013,-0.343074,1.078326,1.665514,0.864563,0.740356,0.522616,-0.815683,2
1.762673,-1.322046,-0.456817,-1.438876,-0.086281,0.347352,0.399121,0.602558,0.313904,-0.062353,3
1.326533,-0.318023,-1.591731,-0.755317,0.306435,-0.470704,-0.036013,-0.396916,0.273564,-0.375275,4
0.478419,1.116538,-0.890838,-1.09117,-0.412792,-0.452488,0.61777,-0.444011,0.72256,-1.302449,5
0.822498,-0.092543,0.460384,-0.879121,-0.071234,-0.823428,-0.393212,-0.225976,1.91345,-0.353751,6
0.159658,1.069741,0.065693,-0.969999,-0.682126,-1.118193,0.156658,-0.109109,2.283521,-0.429912,7
-0.873729,1.749583,1.367753,-1.421754,-1.107945,-1.149657,0.531176,0.96188,0.475261,1.439338,8
-1.072812,1.446675,0.141541,-0.728975,-0.57379,0.663644,1.072388,-0.31319,1.066322,0.164473,9
-2.00263,1.228002,0.73428,-0.574878,-0.432352,0.69014,0.739002,-0.070735,-0.263126,0.732368,10
0.167713,-0.173376,0.220198,-1.014779,0.517088,0.102266,-0.365069,-0.192835,0.885671,-0.863697,11
2.303533,-1.8164,-2.78002,0.386583,-0.092299,2.548152,0.702199,1.216545,-1.89775,-1.050788,1
2.447378,-1.166337,-2.104409,-0.277221,-0.418811,2.205364,0.20212,1.865417,-0.641966,0.073411,2
1.6522,-0.932349,-1.348736,0.739557,-0.062206,1.778121,-0.36074,1.289804,-0.680551,0.018774,3
1.687873,-0.07893,-0.755996,0.731655,-0.7062,0.680204,-0.044672,1.026418,-0.261372,0.129704,4
0.888092,0.207813,0.407009,1.193946,-1.299036,-0.364721,-0.841335,1.725875,0.413875,0.49064,5
1.241377,0.059762,0.130304,1.241361,-1.022179,-0.182563,-0.735258,1.591565,-0.117553,0.358186,6
0.686708,0.446055,0.589607,1.409946,-1.762471,-0.772093,-1.131425,2.118338,0.589264,0.982374,7
-0.701115,1.551331,0.49269,1.377019,-1.801592,-1.649763,-1.248326,1.875883,1.040013,-0.045797,8
0.176919,-0.239743,-0.250342,1.353312,-1.268943,-1.114881,0.652408,0.68105,1.580211,0.876411,9
-0.884086,0.337995,-0.157638,0.577558,-1.180168,0.146978,1.561643,-0.063758,2.827226,0.401234,10
0.258623,-0.073824,-0.508787,1.200532,-0.939423,1.147191,-0.449498,1.656104,0.294611,-0.703097,11
2.193059,-1.852136,-2.704172,0.578875,0.041615,2.685599,0.62643,1.008975,-2.220466,-0.812372,1
2.522178,-1.162083,-2.15357,-0.257464,-0.494043,2.216956,0.098207,1.879372,-0.673536,0.195931,2
1.959454,-0.880446,-1.56083,0.532777,-0.274363,1.632394,-0.339091,1.378763,-0.543748,0.033675,3
1.760372,-0.145297,-0.747569,0.817264,-0.847638,0.671924,-0.330432,1.063048,-0.101768,0.151228,4
1.030787,0.120173,0.428078,1.287458,-1.380288,-0.416056,-1.031842,1.860184,0.452461,0.783693,5
1.206854,0.123577,0.161205,1.104385,-1.112458,0.026091,-0.523103,1.643894,-0.163154,0.411168,6
0.634924,0.233339,0.638768,1.552189,-1.432951,-0.941003,-1.311107,1.849719,0.764653,1.114827,7
-0.725281,1.58877,0.45617,1.320385,-1.924975,-1.509005,-0.713609,1.490397,1.276788,-0.054075,8
-0.145295,-0.300155,-0.062126,1.985505,-0.811527,-1.017178,0.115526,0.30603,1.225926,0.757203,9
-1.111938,0.298005,0.166823,0.916044,-1.0613,-0.099764,1.18496,-0.206789,2.646575,0.190964,10
0.387509,-0.417575,-0.434344,1.421799,-0.868704,0.849114,-0.91494,1.43458,0.829547,-0.636871,11
2.083737,-1.860645,-2.503314,0.76985,0.077727,2.809798,0.795288,0.799661,-2.136279,-1.133571,1
2.603882,-1.142513,-2.124073,-0.265367,-0.561753,2.097725,0.070064,2.036357,-0.577072,0.301894,2
2.153933,-0.879595,-1.625442,0.598631,-0.236747,1.476732,-0.334762,1.333411,-0.417468,0.035331,3
1.880051,-0.192946,-0.747569,0.848874,-0.92889,0.547725,-0.49063,1.078746,0.052574,0.225733,4
1.123999,0.094647,0.494094,1.367799,-1.330634,-0.493888,-1.176886,1.788669,0.508585,0.729056,5
1.335739,0.05806,0.102212,1.087264,-1.118477,-0.119636,-0.503619,1.570634,0.035035,0.624749,6
0.603853,-0.12828,0.586798,1.959164,-1.058291,-0.980746,-1.770054,1.561912,0.755883,1.310196,7
-0.727582,1.546226,0.397177,1.323019,-2.141645,-1.348375,0.147999,1.104911,1.40833,-0.097123,8
-0.315608,-0.152104,-0.069149,2.206773,-1.109449,-0.482296,0.000789,0.436851,1.320636,0.128048,9
-1.299512,0.473283,0.405605,1.128093,-0.685135,-0.536943,1.295367,-0.625416,2.465925,0.432692,10
0.575084,-0.507766,-0.562162,1.388872,-0.804003,0.685172,-0.854324,1.071769,1.136477,-1.032575,11
2.056118,-1.872557,-2.452749,0.732972,0.127381,2.712095,0.940332,1.022929,-2.074893,-1.037542,1
2.580867,-1.163785,-2.027156,-0.199513,-0.563258,2.094413,0.111196,2.097407,-0.573564,0.273747,2
2.282819,-0.89406,-1.638083,0.559119,-0.17957,1.379029,-0.126936,1.392717,-0.208755,0.217455,3
1.959454,-0.230384,-0.695599,0.843606,-0.868704,0.448366,-0.35641,0.916528,0.266549,0.389644,4
1.182688,0.059762,0.51095,1.506092,-1.237345,-0.579999,-1.415019,1.76076,0.545417,0.954227,5
1.510656,-0.089991,-0.014369,1.245312,-1.119982,-0.104732,-0.655159,1.42237,0.112206,0.656207,6
0.667145,-0.194647,0.494094,1.985505,-1.122991,-0.901259,-1.618515,1.752039,0.875148,1.293639,7
-0.643576,1.165889,0.345207,1.323019,-2.073936,-1.41627,0.518187,1.138052,1.611781,0.194275,8
-0.397313,0.019771,-0.001728,1.906481,-1.345681,0.358943,-0.330432,0.881643,1.627566,-0.852108,9
-1.345543,0.494555,0.473026,1.297995,-0.501567,-0.560127,1.130838,-0.78589,2.508018,0.667796,10
0.738492,-0.443101,-0.607109,1.076727,-1.115468,0.956753,-0.674642,1.253175,1.152262,-1.156751,11
2.094093,-1.874259,-2.469604,0.555167,0.025064,2.748526,1.011772,1.32469,-1.987198,-1.042509,1
2.394443,-1.248021,-2.03137,0.062583,-0.239756,2.24014,0.0679,2.228228,-0.464823,0.129704,2
2.213773,-0.922139,-1.600159,0.595997,-0.169037,1.620802,-0.057661,1.547958,-0.124569,0.190964,3
1.989374,-0.276331,-0.704026,0.904191,-0.813031,0.418559,-0.2893,0.846757,0.241994,0.445937,4
1.149315,-0.066167,0.433697,1.656238,-1.178663,-0.527007,-1.33492,1.588077,0.771668,0.790316,5
1.587757,-0.169972,-0.226464,1.274287,-1.098917,0.13373,-0.529598,1.493885,0.05082,0.488984,6
0.724683,-0.057658,0.478644,1.726042,-1.279476,-0.844956,-1.308942,2.104384,0.724314,1.359866,7
-0.563023,1.008478,0.329757,1.453409,-2.406466,-0.969155,0.022438,1.762505,1.138231,0.714155,8
-0.39271,0.037639,-0.005942,1.602238,-1.208757,0.622245,0.054911,0.843268,1.813478,-0.939858,9
-1.360503,0.331188,0.49269,1.344092,-0.46395,-0.662798,1.24341,-0.791123,2.415062,0.775415,10
0.775317,-0.331637,-0.601491,0.914727,-1.276466,1.135599,-0.568565,1.417137,0.927765,-1.156751,11
2.288573,-1.84618,-2.690126,0.419509,-0.110355,2.708783,1.098366,1.745062,-1.853903,-1.011052,1
2.075681,-1.332256,-1.947094,0.414241,0.095783,2.331219,0.015943,2.320675,-0.371867,-0.025929,2
1.967509,-1.037006,-1.506051,0.889703,0.080736,1.899007,-0.14642,1.486908,-0.185955,0.267125,3
1.946796,-0.331637,-0.765829,0.983215,-0.757359,0.514606,-0.254662,0.820593,0.170085,0.358186,4
1.069913,-0.194647,0.395773,1.766871,-1.001114,-0.502168,-1.300282,1.368297,0.743606,0.599914,5
1.610772,-0.277181,-0.414679,1.149166,-1.028198,0.199969,-0.053332,1.092701,0.131499,0.609848,6
0.87083,0.027429,0.421055,1.482384,-1.28399,-0.871452,-1.157403,2.168922,0.633111,1.41947,7
-0.542309,1.063785,0.374704,1.411263,-2.173243,-1.411302,0.093878,1.247942,1.487255,0.503885,8
-0.254618,-0.134236,-0.182921,1.392824,-1.10644,0.950129,-0.258992,1.607264,1.492517,-0.72131,9
-1.348995,0.284391,0.335375,1.059605,-0.533165,-0.780373,1.565972,-0.573088,2.387,0.89959,10
0.786824,-0.307813,-0.633796,1.027995,-1.199729,0.85905,-0.57073,1.591565,0.692744,-1.011052,11
1.905368,-1.941477,-1.617014,-0.357562,0.30794,1.542971,1.202278,1.589821,0.757637,-0.636871,1
1.829418,-1.356932,-0.965281,-1.010828,0.073213,1.02796,0.61777,0.979322,0.861117,-0.582234,2
1.510656,-0.760474,-0.775661,-0.522195,1.34766,-0.60815,0.814771,0.093227,-0.128076,-0.966349,3
1.350699,-0.100201,0.171037,-1.006877,0.730749,-0.849924,0.217274,-0.7981,0.648896,-0.795815,4
0.752302,0.635799,0.831198,-0.888341,-0.867199,-0.889667,-0.401872,1.089212,0.58751,-0.857075,5
0.851267,0.073376,0.749731,-0.576195,-0.355615,-0.921131,0.119856,0.452549,0.987397,-0.605413,6
0.01236,0.122726,1.879027,0.391851,-1.353204,-0.984058,-2.047154,0.783963,2.364199,0.465805,7
-0.416876,-0.321427,2.033532,1.729993,-1.381793,-0.748909,-3.138236,1.017697,1.876618,1.871468,8
-0.109621,-0.129131,0.975871,-0.519561,-1.422418,0.274488,-0.782884,1.315969,1.396053,0.839986,9
-0.457152,-0.969787,0.378918,-0.24166,-0.384203,1.067704,-0.020859,0.885131,1.510056,1.2092,10
0.880036,-0.929796,0.828388,-0.360196,-0.582818,-0.058364,-0.754741,0.637443,1.255742,0.28037,11
1.952549,-1.989976,-1.713931,-0.341757,0.338033,1.557875,1.213103,1.664825,0.743606,-0.636871,1
2.046912,-1.383308,-0.873982,-1.052974,-0.132925,1.031272,0.671891,0.970601,1.008443,-0.507728,2
1.599265,-0.81578,-0.594468,-0.520878,1.099391,-0.126259,0.522517,0.156022,0.20867,-1.085557,3
1.377167,-0.057658,-0.102859,-0.714488,0.651002,-0.909539,0.20212,-0.614951,0.733083,-1.072312,4
0.741945,0.355863,1.286287,-0.680244,-1.160608,-0.836676,-0.540422,1.113632,0.654158,-0.66005,5
0.889243,-0.007457,1.005368,-0.516927,-0.494043,-0.748909,0.096043,0.480458,1.31362,-0.812372,6
-0.041726,-0.112964,2.06022,0.731655,-1.327625,-1.013866,-2.207352,0.571161,2.297552,0.851576,7
-0.415725,-0.441399,2.058815,1.923603,-1.447998,-0.892979,-2.941235,0.66884,1.825756,2.013855,8
0.006606,-0.43289,1.263813,-0.121806,-1.350195,0.042651,-0.917105,1.146773,1.541626,1.550268,9
-0.653933,-0.831947,0.439315,-0.261416,-0.251793,1.125663,-0.08364,0.979322,1.47147,0.950916,10
0.88579,-0.860876,0.891595,-0.383903,-0.760368,0.059211,-0.49496,0.642676,1.246972,0.343285,11
1.781085,-2.02316,-1.70129,-0.20083,0.456901,1.66717,1.167641,1.713665,0.510339,-0.693163,1
2.08949,-1.418194,-0.838868,-1.067462,-0.126907,1.079296,0.780134,0.836291,1.043521,-0.504417,2
1.656803,-0.845561,-0.69279,-0.419464,0.911308,0.049275,0.353659,0.384522,0.003465,-0.95807,3
1.355302,-0.112113,-0.025606,-0.851463,0.86015,-1.134753,0.191296,-0.477153,0.613819,-1.025953,4
0.774166,-0.067868,1.751208,-0.368098,-1.299036,-1.157937,-0.746082,0.988044,0.747114,-0.07891,5
0.953685,-0.204007,1.145827,-0.343074,-0.77391,-0.671078,-0.189717,0.93746,1.175063,-0.751112,6
0.02847,-0.455864,2.100953,1.059605,-0.822059,-1.056922,-2.66197,0.018223,2.320352,1.394635,7
-0.421479,-0.438846,2.07567,1.898578,-1.43897,-1.040362,-2.750729,0.433362,1.853818,1.762194,8
0.039978,-0.715378,1.428151,0.233802,-1.323111,0.070802,-0.752577,0.942692,1.292573,1.788684,9
-0.992258,-0.70772,0.644386,-0.075709,-0.077253,1.160439,-0.269816,0.892108,1.424115,0.642961,10
0.829403,-0.911928,0.973062,-0.304879,-0.919862,0.165193,-0.230849,0.482202,1.185586,0.422757,11
1.588908,-2.092931,-1.567853,0.005949,0.538153,1.789712,1.167641,1.711921,0.329689,-0.717998,1
2.018143,-1.431808,-0.869769,-1.049023,-0.099823,1.087576,0.808277,0.904318,1.062814,-0.519318,2
1.626883,-0.926393,-0.748973,-0.397074,0.783412,0.105578,0.271395,0.429874,-0.175431,-0.688196,3
1.282804,-0.158911,-0.028415,-0.984487,1.039204,-1.270543,0.080889,-0.463198,0.589264,-1.113703,4
0.838609,-0.326532,1.926783,-0.15605,-1.300541,-1.431174,-0.830511,0.85199,0.812008,0.212488,5
1.023882,-0.329935,1.126163,-0.356245,-0.697173,-0.960875,-0.137761,0.841524,1.615289,-0.828928,6
0.16311,-0.743457,2.026509,1.221605,-0.411287,-0.931067,-2.87629,-0.402148,2.211611,1.739014,7
-0.428383,-0.446504,1.994203,1.79453,-1.294522,-0.979091,-3.317918,0.560695,2.009914,1.917827,8
0.056089,-0.732395,1.352303,0.142925,-1.505175,0.350664,-0.256827,0.998509,1.106661,1.56848,9
-1.279949,-0.625186,0.836816,0.102096,-0.012553,1.135599,-0.542587,0.740356,1.394299,0.338318,10
