@relation soyBean

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
1.436066,-0.925209,-2.190044,1.438623,-0.532167,-0.813775,1.283614,0.373511,0.745372,-1.340852,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,-0.755278,1.841774,-0.442987,-0.531234,-0.08319,4.288596,5.282371,-0.543207,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,2
0.261287,-0.925209,-2.190044,-0.210392,2.041587,-0.813775,1.283614,0.373511,0.745372,-0.02875,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,3.868991,-0.755278,1.841774,-0.442987,-0.531234,-0.08319,4.288596,5.282371,-0.543207,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,2
-0.326102,-0.925209,-2.190044,-0.210392,-0.532167,-0.813775,0.350661,0.373511,-0.906869,-1.340852,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,-0.755278,1.841774,-0.442987,-0.531234,-0.08319,4.288596,5.282371,-0.543207,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,2
1.436066,-0.925209,-2.190044,-0.210392,2.041587,1.194691,1.283614,0.373511,0.745372,-1.340852,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,-0.755278,1.841774,-0.442987,-0.531234,-0.08319,4.288596,5.282371,-0.543207,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,2
1.436066,-0.925209,-2.190044,1.438623,-0.532167,-0.813775,1.283614,0.373511,0.745372,-0.02875,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,-0.755278,1.841774,-0.442987,-0.531234,-0.08319,4.288596,5.282371,-0.543207,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,2
0.848676,-0.925209,-2.190044,1.438623,2.041587,1.194691,1.283614,0.373511,0.745372,1.283352,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,-0.755278,1.841774,-0.442987,-0.531234,-0.08319,4.288596,5.282371,-0.543207,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,2
1.436066,-0.925209,-2.190044,1.438623,2.041587,-1.818007,0.350661,0.373511,-0.906869,-1.340852,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,3.868991,-0.755278,1.841774,-0.442987,-0.531234,-0.08319,4.288596,5.282371,-0.543207,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,2
0.261287,-0.925209,-2.190044,-0.210392,-0.532167,0.190458,0.350661,0.373511,-0.906869,-0.02875,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,-0.755278,1.841774,-0.442987,-0.531234,-0.08319,4.288596,5.282371,-0.543207,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,2
-0.326102,-0.925209,-2.190044,1.438623,-0.532167,0.190458,0.350661,0.373511,-0.906869,1.283352,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,-0.755278,1.841774,-0.442987,-0.531234,-0.08319,4.288596,5.282371,-0.543207,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,2
0.848676,-0.925209,-2.190044,1.438623,2.041587,0.190458,0.350661,0.373511,-0.906869,1.283352,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,-0.755278,1.841774,-0.442987,-0.531234,-0.08319,4.288596,5.282371,-0.543207,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,2
-1.500881,1.077109,0.595538,-1.859406,-0.532167,0.190458,-0.582291,2.057476,-0.906869,1.283352,1.441498,-3.11563,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.018858,-0.442987,1.875919,11.979292,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,3
-1.500881,1.077109,0.595538,-1.859406,-0.532167,-0.813775,-0.582291,2.057476,-0.906869,-0.02875,1.441498,-3.11563,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.018858,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,3
-0.326102,-0.925209,0.595538,-1.859406,2.041587,1.194691,-0.582291,2.057476,-0.906869,-0.02875,1.441498,-3.11563,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,3.868991,0.015957,0.018858,-0.442987,1.875919,11.979292,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,3
-2.088271,1.077109,0.595538,-1.859406,-0.532167,-1.818007,-0.582291,0.373511,0.745372,1.283352,1.441498,-3.11563,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.018858,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,3
-2.088271,1.077109,0.595538,-1.859406,-0.532167,-0.813775,-0.582291,2.057476,0.745372,1.283352,1.441498,-3.11563,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.018858,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,3
-1.500881,1.077109,0.595538,-1.859406,-0.532167,1.194691,-0.582291,2.057476,-0.906869,1.283352,1.441498,-3.11563,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.018858,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,3
-1.500881,1.077109,0.595538,-1.859406,-0.532167,-1.818007,-0.582291,0.373511,-0.906869,-0.02875,1.441498,-3.11563,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.018858,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,3
-0.913492,1.077109,0.595538,-1.859406,-0.532167,0.190458,-0.582291,0.373511,-0.906869,-0.02875,1.441498,-3.11563,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.018858,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,3
-1.500881,1.077109,0.595538,-1.859406,-0.532167,-0.813775,-0.582291,2.057476,-0.906869,1.283352,1.441498,-3.11563,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.018858,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,3
-0.913492,1.077109,0.595538,-1.859406,-0.532167,-0.813775,-0.582291,2.057476,-0.906869,1.283352,1.441498,-3.11563,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.018858,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,3
-2.088271,1.077109,0.595538,-0.210392,2.041587,-0.813775,-0.582291,0.373511,-0.906869,-1.340852,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.930316,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-1.500881,1.077109,0.595538,-0.210392,0,1.194691,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.000001,0.787191,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.913492,1.077109,0.595538,1.438623,0,0.190458,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-0.006382,0.014113,0.008431,-0.006357,0.094375,-0.000001,0.925209,-0.000001,1.558425,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-1.500881,1.077109,0.595538,-1.859406,-0.532167,0.190458,-0.582291,2.057476,0.745372,-0.02875,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.787191,0.930316,-0.442987,-0.531234,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-0.913492,1.077109,0.595538,1.438623,0,0.190458,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-0.006382,0.014113,0.008431,-0.006357,0.094375,-0.000001,0.925209,-0.000001,0.787191,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.326102,1.077109,0.595538,-0.210392,0,0.190458,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-0.006382,0.014113,0.008431,-0.006357,0.094375,-0.000001,0.925209,-0.000001,1.558425,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-2.088271,1.077109,-0.797253,-0.210392,-0.532167,-0.813775,-0.582291,0.373511,-0.906869,-1.340852,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.930316,-0.442987,-0.531234,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-0.326102,1.077109,0.595538,-1.859406,-0.532167,0.190458,-0.582291,2.057476,0.745372,-0.02875,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.787191,0.930316,-0.442987,-0.531234,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-0.913492,1.077109,-0.797253,-0.210392,0,-1.818007,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.000001,0.787191,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.913492,1.077109,0.595538,-1.859406,-0.532167,-0.813775,-0.582291,2.057476,-0.906869,-0.02875,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.930316,-0.442987,-0.531234,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-0.913492,1.077109,0.595538,-0.210392,0,-0.813775,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.000001,0.787191,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-1.500881,1.077109,0.595538,-0.210392,0,-0.813775,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-0.006382,0.014113,0.008431,-0.006357,0.094375,-0.000001,0.925209,-0.000001,0.015957,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-2.088271,1.077109,0.595538,-0.210392,-0.532167,1.194691,-0.582291,0.373511,-0.906869,-1.340852,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.930316,-0.442987,-0.531234,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-2.088271,1.077109,-0.797253,-0.210392,2.041587,0.190458,-0.582291,2.057476,0.745372,-1.340852,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,3.868991,0.787191,0.930316,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-0.326102,1.077109,0.595538,-1.859406,-0.532167,-0.813775,-0.582291,2.057476,0.745372,-1.340852,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.787191,0.930316,-0.442987,-0.531234,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-0.913492,1.077109,0.595538,1.438623,0,1.194691,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-0.006382,0.014113,0.008431,-0.006357,0.094375,-0.000001,0.925209,-0.000001,1.558425,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-2.088271,1.077109,0.595538,-0.210392,-0.532167,0.190458,-0.582291,0.373511,-0.906869,-0.02875,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.930316,-0.442987,-0.531234,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-0.913492,1.077109,-0.797253,1.438623,0,0.190458,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.000001,0.787191,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.913492,1.077109,0.595538,-0.210392,2.041587,-0.813775,-0.582291,2.057476,-0.906869,1.283352,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.930316,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-2.088271,1.077109,0.595538,-0.210392,-0.532167,1.194691,-0.582291,0.373511,-0.906869,1.283352,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.930316,-0.442987,-0.531234,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-1.500881,1.077109,0.595538,-0.210392,-0.532167,-1.818007,-0.582291,2.057476,0.745372,-0.02875,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.787191,0.930316,-0.442987,-0.531234,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-1.500881,1.077109,0.595538,-0.210392,0,-1.818007,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.000001,0.015957,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.326102,1.077109,0.595538,-0.210392,0,-0.813775,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-0.006382,0.014113,0.008431,-0.006357,0.094375,-0.000001,0.925209,-0.000001,1.558425,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.913492,1.077109,0.595538,-0.210392,0,-0.813775,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.000001,1.558425,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.326102,1.077109,0.595538,1.438623,0,0.190458,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-0.006382,0.014113,0.008431,-0.006357,0.094375,-0.000001,0.925209,-0.000001,0.787191,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-1.500881,1.077109,0.595538,-0.210392,2.041587,1.194691,-0.582291,2.057476,-0.906869,-0.02875,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,3.868991,0.015957,0.930316,-0.442987,1.875919,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-0.326102,1.077109,-0.797253,-0.210392,0,1.194691,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.000001,0.787191,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.913492,1.077109,0.595538,1.438623,0,-0.813775,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-0.006382,0.014113,0.008431,-0.006357,0.094375,-0.000001,0.925209,-0.000001,0.787191,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.326102,1.077109,-0.797253,1.438623,0,0.190458,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.000001,0.787191,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-1.500881,1.077109,0.595538,1.438623,0,-0.813775,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-0.006382,0.014113,0.008431,-0.006357,0.094375,-0.000001,0.925209,-0.000001,0.015957,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.913492,1.077109,0.595538,1.438623,0,1.194691,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.000001,0.787191,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.326102,1.077109,-0.797253,-0.210392,0,-1.818007,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.000001,1.558425,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.913492,1.077109,0.595538,-1.859406,-0.532167,-0.813775,-0.582291,2.057476,-0.906869,-1.340852,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.015957,0.930316,-0.442987,-0.531234,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-0.326102,1.077109,-0.797253,-0.210392,0,-0.813775,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.000001,1.558425,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-0.913492,1.077109,0.595538,1.438623,0,-0.813775,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-0.006382,0.014113,0.008431,-0.006357,0.094375,-0.000001,0.925209,-0.000001,0.015957,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
-1.500881,1.077109,0.595538,-1.859406,-0.532167,-1.818007,-0.582291,2.057476,0.745372,-1.340852,1.441498,0.319856,-1.233875,1.255809,1.152642,-0.467341,-0.191571,-0.269275,0.925209,-0.280814,0.787191,0.930316,-0.442987,-0.531234,-0.08319,-0.317674,-0.188656,2.876615,1.9302,-0.451828,-0.340844,-0.319251,-0.269694,-0.215527,-0.33353,4
-0.326102,1.077109,0.595538,-0.210392,0,0.190458,-0.582291,-0.000001,0,-0.009383,1.441498,0.319856,-0.006382,0.014113,0.008431,-0.006357,0.094375,-0.000001,0.925209,-0.000001,0.787191,0.930316,0.050125,-0.531234,-0.08319,-0.317674,-0.188656,0.083355,0.012459,0.077607,0.057413,0.070219,0.1686,0.106655,2.786592,4
